,PA0
,PA1
,PA2
,PA3
,PA4
,PA5
,PA6
,PA7
,PA8
,PA11
,PA12
SWD,PA13
SWC,PA14
LED_BLUE,PA13
LED_GREEN,PA14
SW,PA15
,PB0
,PB1
,PC15
GPIO1,PB3
IDB,PB4
IDA,PB5
SCL,PB6
SDA,PB7
LED_RED,PH3
REPL_TX,PA9
REPL_RX,PA10
