B4,PA0
B4_PA0,PA0
B4_PB5,PB5
B5,PA1
B5_PA1,PA1
B5_PA15,PA15
B6,PA4
B7,PA5
B8,PA6
B11,PB1
H3,PA12
H3_PA12,PA12
H3_PA9,PA9
H4,PA11
H4_PA11,PA11
H4_PA10,PA10
H5,PB6
H6,PB7
H7,PB0
H8,PB3
H9,PA7
H10,PB4
H11,PA8
SW,PC15
LED_RED,PA13
LED_GREEN,PA14
LED_BLUE,PH3
SWD,PA13
SWC,PA14
REPL_TX,PA2
REPL_RX,PA3
