,PA0
,PA1
,PA2
,PA3
,PA4
,PA5
IDA,PA6
IDB,PA7
,PA8
REPL_TX,PA9
REPL_RX,PA10
DM,PA11
DP,PA12
,PA15
NIRQ,PB0
,PB1
,PB3
,PB4
,PB5
SCL,PB6
SDA,PB7
SWD,PA13
SWC,PA14
LED_RED,PH3
LED_BLUE,PA13
LED_GREEN,PA14
SW,PC15
