,PA0
,PA1
,PA2
,PA3
,PA4
,PA5
IDA,PA6
IDB,PA7
,PA8
,PA11
,PA12
SWD,PA13
SWC,PA14
LED_BLUE,PA13
LED_GREEN,PA14
,PA15
SW,PC15
,PB0
,PB1
GPIO1,PB3
,PB4
,PB5
SCL,PB6
SDA,PB7
LED_RED,PH3
REPL_TX,PA9
REPL_RX,PA10
